go,name,n,avg_len,avg_dis,z,p
GO:0000976,transcription regulatory region sequence-specific DNA binding,2127,548.9487541137753,0.932769158439116,31.711468479843173,1.0
GO:0000977,RNA polymerase II regulatory region sequence-specific DNA binding,1772,544.4977426636568,0.9734762979683972,31.295195009004054,1.0
GO:0000978,RNA polymerase II proximal promoter sequence-specific DNA binding,1078,542.3293135435994,0.9805194805194806,25.847887136106767,1.0
GO:0000979,RNA polymerase II core promoter sequence-specific DNA binding,167,597.8443113772455,0.9520958083832336,8.815337717270511,1.0
GO:0000980,RNA polymerase II distal enhancer sequence-specific DNA binding,168,503.9345238095239,0.9404761904761904,9.84396723013335,1.0
GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",2133,533.0018752930146,0.9746835443037974,34.564695146209075,1.0
GO:0000982,"transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",1154,545.3093587521664,0.98526863084922,26.692871427535767,1.0
GO:0000983,"transcription factor activity, RNA polymerase II core promoter sequence-specific DNA binding",39,472.46153846153845,1.0,5.237360121061503,1.0
GO:0000984,bacterial-type RNA polymerase regulatory region sequence-specific DNA binding,34,318.9411764705883,0.1176470588235294,-4.277947180800375,0.0
GO:0000986,bacterial-type proximal promoter sequence-specific DNA binding,23,306.82608695652175,0.13043478260869565,-3.2952671421559816,0.0010000000000000009
GO:0000987,proximal promoter sequence-specific DNA binding,1156,540.4974048442907,0.9619377162629758,25.190163740958372,1.0
GO:0000988,"transcription factor activity, protein binding",1754,609.4161915621438,0.8859749144811858,23.05967098936009,1.0
GO:0000989,"transcription factor activity, transcription factor binding",1660,616.8036144578314,0.8933734939759036,22.557669698440023,1.0
GO:0000990,"transcription factor activity, core RNA polymerase binding",107,503.7663551401868,0.7663551401869159,3.986482737455314,1.0
GO:0000991,"transcription factor activity, core RNA polymerase II binding",50,599.46,0.88,4.012007187031397,1.0
GO:0000993,RNA polymerase II core binding,88,641.1590909090909,0.8181818181818182,2.926838433270753,0.999
GO:0000996,core DNA-dependent RNA polymerase binding promoter specificity activity,39,325.4871794871795,0.5384615384615384,0.3901628302247466,0.7020000000000001
GO:0001012,RNA polymerase II regulatory region DNA binding,1789,544.7210732252655,0.9726103968697596,32.04445447819458,1.0
GO:0001013,RNA polymerase I regulatory region DNA binding,31,735.7741935483873,0.9354838709677421,3.049833098442189,1.0
GO:0001016,RNA polymerase III regulatory region DNA binding,22,910.8636363636364,0.8181818181818182,1.7096858237861137,0.977
GO:0001017,bacterial-type RNA polymerase regulatory region DNA binding,35,318.48571428571427,0.11428571428571427,-4.459737482585815,0.0
GO:0001046,core promoter sequence-specific DNA binding,340,637.5617647058823,0.9470588235294116,11.73207548266346,1.0
GO:0001047,core promoter binding,504,647.1646825396824,0.9345238095238096,13.702458398336745,1.0
GO:0001067,regulatory region nucleic acid binding,2716,561.1034609720176,0.9270986745213552,33.62407228021106,1.0
GO:0001076,"transcription factor activity, RNA polymerase II transcription factor binding",593,645.0741989881957,0.8836424957841484,13.67244264134032,1.0
GO:0001077,"transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding",779,515.3068035943518,0.9871630295250321,22.3354835715868,1.0
GO:0001078,"transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",336,593.5029761904761,0.9761904761904762,13.0300924742411,1.0
GO:0001083,"transcription factor activity, RNA polymerase II basal transcription factor binding",37,865.2972972972972,0.9189189189189192,3.333299094893848,1.0
GO:0001085,RNA polymerase II transcription factor binding,423,598.1985815602837,0.9361702127659576,13.249139436192527,1.0
GO:0001091,RNA polymerase II basal transcription factor binding,53,685.8301886792452,0.9056603773584906,3.664311004119488,1.0
GO:0001094,TFIID-class transcription factor binding,29,621.1379310344827,0.8965517241379308,2.564645867808416,1.0
GO:0001098,basal transcription machinery binding,145,637.2689655172413,0.8344827586206897,4.3347963093171415,1.0
GO:0001099,basal RNA polymerase II transcription machinery binding,140,651.9642857142858,0.85,4.441591738671901,1.0
GO:0001102,RNA polymerase II activating transcription factor binding,126,614.6190476190476,0.9365079365079364,7.651065874261214,1.0
GO:0001103,RNA polymerase II repressing transcription factor binding,85,574.635294117647,0.8705882352941177,4.523808343920909,1.0
GO:0001104,RNA polymerase II transcription cofactor activity,337,685.3086053412462,0.857566765578635,8.540398652713993,1.0
GO:0001105,RNA polymerase II transcription coactivator activity,133,808.5037593984963,0.9548872180451128,7.335270941635263,1.0
GO:0001106,RNA polymerase II transcription corepressor activity,69,656.9420289855072,0.9420289855072465,4.951213765249417,1.0
GO:0001129,"RNA polymerase II transcription factor activity, TBP-class protein binding, involved in preinitiation complex assembly",27,957.5185185185184,0.9259259259259259,2.863796377602399,0.999
GO:0001130,"bacterial-type RNA polymerase transcription factor activity, sequence-specific DNA binding",76,259.42105263157896,0.18421052631578946,-4.747815761494564,0.0
GO:0001132,"RNA polymerase II transcription factor activity, TBP-class protein binding",28,952.8571428571428,0.9285714285714286,3.063322827856275,1.0
GO:0001134,"transcription factor activity, transcription factor recruiting",127,463.4803149606298,0.8661417322834646,6.728828242652132,1.0
GO:0001135,"transcription factor activity, RNA polymerase II transcription factor recruiting",96,449.14583333333326,0.8229166666666666,5.228899784236559,1.0
GO:0001158,enhancer sequence-specific DNA binding,239,481.72803347280336,0.9372384937238494,11.556613672519832,1.0
GO:0001161,intronic transcription regulatory region sequence-specific DNA binding,27,619.2592592592592,1.0,4.0575669219831925,1.0
GO:0001162,RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding,20,647.1,1.0,3.454883182889568,1.0
GO:0001163,RNA polymerase I regulatory region sequence-specific DNA binding,26,768.1538461538463,0.9230769230769232,2.598171793300609,0.999
GO:0001164,RNA polymerase I CORE element sequence-specific DNA binding,23,847.9130434782608,1.0,2.93599369597153,1.0
GO:0001190,"transcriptional activator activity, RNA polymerase II transcription factor binding",190,746.3789473684213,0.9578947368421052,9.188140721991095,1.0
GO:0001191,"transcriptional repressor activity, RNA polymerase II transcription factor binding",113,688.4247787610617,0.9380530973451328,6.692660602316134,1.0
GO:0001205,"transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific DNA binding",80,537.0875,0.9875,7.019076988957244,1.0
GO:0001216,"bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding",38,245.28947368421046,0.18421052631578946,-3.3679157670982947,0.003000000000000003
GO:0001217,"bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding",42,246.92857142857144,0.16666666666666666,-3.6145998358725966,0.0
GO:0001221,transcription cofactor binding,105,645.6952380952381,0.8952380952380953,5.7085917986369585,1.0
GO:0001222,transcription corepressor binding,33,748.7575757575756,0.7575757575757576,1.9617257843399705,0.989
GO:0001223,transcription coactivator binding,57,594.7017543859649,0.9473684210526316,4.566869423623743,1.0
GO:0001227,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",504,577.9603174603176,0.9761904761904762,16.673899470544594,1.0
GO:0001228,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",1126,519.0150976909414,0.9849023090586144,27.130553287097392,1.0
GO:0001530,lipopolysaccharide binding,80,511.325,0.45,-3.0084991897689544,0.003000000000000003
GO:0001540,amyloid-beta binding,136,598.2058823529413,0.7647058823529411,2.620324826213128,0.997
GO:0001608,G-protein coupled nucleotide receptor activity,29,350.62068965517244,0.3103448275862069,-1.916142194395784,0.038000000000000034
GO:0001609,G-protein coupled adenosine receptor activity,20,353.05,0.35,-1.1972646228451786,0.16600000000000004
GO:0001614,purinergic nucleotide receptor activity,61,388.655737704918,0.4426229508196721,-1.4275503835253895,0.10099999999999998
GO:0001618,virus receptor activity,101,572.0990099009903,0.6534653465346535,0.23522324794752536,0.626
GO:0001637,G-protein coupled chemoattractant receptor activity,58,365.2758620689655,0.1724137931034483,-5.250365462800426,0.0
GO:0001640,adenylate cyclase inhibiting G-protein coupled glutamate receptor activity,20,899.85,0.65,-2.7640796362450373,0.014000000000000012
GO:0001653,peptide receptor activity,377,423.4456233421752,0.4535809018567639,-4.301782012704309,0.0
GO:0001664,G-protein coupled receptor binding,778,405.75321336760925,0.6838046272493573,9.426827082681552,1.0
GO:0001671,ATPase activator activity,75,405.9333333333333,0.68,2.5842709521670164,0.999
GO:0001727,lipid kinase activity,23,634.2608695652174,0.6956521739130435,-0.036346489069982016,0.5710000000000001
GO:0001784,phosphotyrosine residue binding,95,609.0842105263158,0.8842105263157894,4.810390438992863,1.0
GO:0001786,phosphatidylserine binding,113,601.1504424778761,0.7964601769911505,3.1481169343627653,1.0
GO:0001846,opsonin binding,30,712.5333333333333,0.7333333333333333,0.5502864523636385,0.778
GO:0001848,complement binding,52,652.7307692307693,0.6346153846153846,-0.1960237234489952,0.483
GO:0001871,pattern binding,125,546.0319999999998,0.632,-0.006214708157126102,0.5389999999999999
GO:0001882,nucleoside binding,1537,473.7618737800911,0.4775536759921926,-9.420640590416296,0.0
GO:0001883,purine nucleoside binding,1488,457.95094086021516,0.4764784946236559,-8.57390029843161,0.0
GO:0001965,G-protein alpha-subunit binding,78,547.3589743589744,0.7564102564102564,2.9845693388609464,0.999
GO:0001968,fibronectin binding,72,611.9027777777778,0.6944444444444444,1.1728605740512057,0.911
GO:0001972,retinoic acid binding,38,488.8421052631578,0.3947368421052632,-2.1927587666323842,0.018000000000000016
GO:0002020,protease binding,351,840.985754985755,0.6296296296296297,-0.0994410783239001,0.479
GO:0002039,p53 binding,169,808.5976331360948,0.863905325443787,5.440189205032818,1.0
GO:0002094,polyprenyltransferase activity,22,303.27272727272725,0.2727272727272727,-2.022938276504161,0.03700000000000003
GO:0002161,aminoacyl-tRNA editing activity,67,772.8358208955223,0.5671641791044776,-3.935023278955779,0.0
GO:0002162,dystroglycan binding,27,1481.962962962963,0.8518518518518519,0.028878246531322243,0.634
GO:0003674,molecular_function,57460,547.2305081796032,0.598746954403063,-4.948282541419496,0.0
GO:0003676,nucleic acid binding,13598,563.9635240476541,0.79886748051184,45.15686593809939,1.0
GO:0003677,DNA binding,8254,574.8943542524836,0.8563120911073419,46.12522483841705,1.0
GO:0003678,DNA helicase activity,262,939.5763358778626,0.8320610687022901,0.6092465129001107,0.7490000000000001
GO:0003680,AT DNA binding,42,434.5,1.0,6.751915697440758,1.0
GO:0003682,chromatin binding,1538,713.6417425227568,0.929778933680104,23.53916674711061,1.0
GO:0003684,damaged DNA binding,284,680.8028169014085,0.7957746478873241,4.312412101210302,1.0
GO:0003688,DNA replication origin binding,94,646.1489361702128,0.7872340425531915,1.4941191799325075,0.949
GO:0003690,double-stranded DNA binding,2718,558.6055923473142,0.9072847682119204,31.193916579948525,1.0
GO:0003691,double-stranded telomeric DNA binding,40,622.325,1.0,4.807655557620847,1.0
GO:0003697,single-stranded DNA binding,431,544.3039443155452,0.7494199535962877,6.449504224040601,1.0
GO:0003700,DNA binding transcription factor activity,4214,492.2930707166588,0.9171808258186996,45.648061182582204,1.0
GO:0003705,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding",295,513.9152542372881,0.9966101694915256,14.078040741904795,1.0
GO:0003707,steroid hormone receptor activity,207,528.9130434782609,0.9227053140096618,8.467512757155678,1.0
GO:0003708,retinoic acid receptor activity,26,466.3076923076923,1.0,3.9990768597090063,1.0
GO:0003712,transcription cofactor activity,1324,632.7129909365559,0.8919939577039275,19.93379728329056,1.0
GO:0003713,transcription coactivator activity,702,674.588319088319,0.8945868945868946,14.659876462143586,1.0
GO:0003714,transcription corepressor activity,494,617.914979757085,0.9493927125506072,14.483928936444011,1.0
GO:0003723,RNA binding,5797,565.7950664136623,0.7262377091599103,19.79312838887117,1.0
GO:0003724,RNA helicase activity,308,904.3051948051947,0.8538961038961039,3.1396033326002377,1.0
GO:0003725,double-stranded RNA binding,217,778.1059907834102,0.7511520737327189,1.5051491468421214,0.942
GO:0003727,single-stranded RNA binding,304,548.0493421052631,0.8190789473684209,7.825723750724403,1.0
GO:0003729,mRNA binding,927,500.6235167206041,0.7982740021574973,13.010214487553515,1.0
GO:0003730,mRNA 3'-UTR binding,212,533.7405660377359,0.910377358490566,8.970020821903011,1.0
GO:0003735,structural constituent of ribosome,1350,182.9533333333333,0.5274074074074074,9.24758351637451,1.0
GO:0003743,translation initiation factor activity,268,482.01865671641787,0.6455223880597015,1.991547701891895,0.972
GO:0003746,translation elongation factor activity,116,464.1206896551725,0.45689655172413796,-3.3458580683340355,0.0010000000000000009
GO:0003747,translation release factor activity,34,397.2352941176471,0.7058823529411765,1.6744765773567631,0.972
GO:0003755,peptidyl-prolyl cis-trans isomerase activity,179,317.3575418994413,0.5027932960893855,0.6365686048992367,0.769
GO:0003756,protein disulfide isomerase activity,86,458.3255813953488,0.6627906976744186,1.1735098691907984,0.892
GO:0003774,motor activity,447,1275.5682326621925,0.8568232662192393,3.10022401175968,1.0
GO:0003777,microtubule motor activity,225,1394.7777777777774,0.9688888888888888,5.6459902441339045,1.0
GO:0003779,actin binding,1228,1000.4706840390879,0.8029315960912052,7.7343125290985695,1.0
GO:0003785,actin monomer binding,75,419.70666666666665,0.5733333333333334,0.6472285201798761,0.782
GO:0003796,lysozyme activity,39,267.05128205128204,0.3333333333333333,-1.6602377830281354,0.05400000000000005
GO:0003823,antigen binding,277,345.8736462093862,0.3826714801444043,-3.6777288078228394,0.0
GO:0003824,catalytic activity,28179,569.8597537173073,0.4824869583732567,-52.25011499066928,0.0
GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity,41,392.9512195121951,0.2682926829268293,-3.5964102920233394,0.0
GO:0003854,3-beta-hydroxy-delta5-steroid dehydrogenase activity,21,387.4285714285714,0.0,-4.907529558308059,0.0
GO:0003857,3-hydroxyacyl-CoA dehydrogenase activity,38,502.9473684210528,0.18421052631578946,-5.92982523312583,0.0
GO:0003872,6-phosphofructokinase activity,32,653.625,0.3125,-5.407992189987791,0.0
GO:0003886,DNA (cytosine-5-)-methyltransferase activity,22,946.6818181818179,0.8181818181818182,0.14106069550957406,0.6459999999999999
GO:0003887,DNA-directed DNA polymerase activity,201,1069.3432835820897,0.8059701492537313,0.2683148700416337,0.631
GO:0003896,DNA primase activity,25,669.72,0.72,0.04971908034748306,0.589
GO:0003899,DNA-directed 5'-3' RNA polymerase activity,226,569.2522123893805,0.5530973451327433,-1.3437361348778996,0.09799999999999998
GO:0003906,DNA-(apurinic or apyrimidinic site) lyase activity,64,383.859375,0.71875,3.141760401227938,0.999
GO:0003909,DNA ligase activity,46,802.3478260869565,0.7608695652173914,-0.2987863589437977,0.4300000000000001
GO:0003910,DNA ligase (ATP) activity,41,827.9268292682927,0.8292682926829268,0.6387975771657008,0.7989999999999999
GO:0003916,DNA topoisomerase activity,75,819.3333333333335,0.8133333333333334,0.6428412469027518,0.778
GO:0003917,DNA topoisomerase type I activity,24,824.4583333333335,0.875,0.7405304373936609,0.8390000000000001
GO:0003918,DNA topoisomerase type II (ATP-hydrolyzing) activity,49,826.4285714285713,0.7959183673469388,0.4115813072096575,0.727
GO:0003924,GTPase activity,1074,408.6033519553073,0.4581005586592179,-7.1398419328086735,0.0
GO:0003933,GTP cyclohydrolase activity,23,315.69565217391306,0.4782608695652174,-0.2534361841491702,0.476
GO:0003938,IMP dehydrogenase activity,20,515.6,0.4,-2.0918448966093495,0.029000000000000026
GO:0003950,NAD+ ADP-ribosyltransferase activity,48,726.0416666666665,0.75,0.9848425978138148,0.875
GO:0003951,NAD+ kinase activity,67,610.0149253731344,0.6268656716417911,-1.051118038983329,0.19399999999999995
GO:0003954,NADH dehydrogenase activity,200,308.525,0.27,-6.237571678380432,0.0
GO:0003955,NAD(P)H dehydrogenase (quinone) activity,26,243.11538461538456,0.1153846153846154,-3.408908957876752,0.0010000000000000009
GO:0003958,NADPH-hemoprotein reductase activity,36,880.3611111111113,0.6666666666666666,-2.399967575640362,0.024000000000000014
GO:0003964,RNA-directed DNA polymerase activity,75,1427.9733333333334,0.9733333333333334,2.7208774680411927,0.999
GO:0003968,RNA-directed 5'-3' RNA polymerase activity,75,2341.306666666667,0.8666666666666667,-2.56597320907754,0.017000000000000015
GO:0003987,acetate-CoA ligase activity,20,665.2,0.4,-4.17372156663536,0.0
GO:0003988,acetyl-CoA C-acyltransferase activity,38,453.3421052631578,0.4473684210526316,-1.9452490182411168,0.04500000000000004
GO:0003989,acetyl-CoA carboxylase activity,20,1367.7,0.85,1.044352597596861,0.909
GO:0003993,acid phosphatase activity,66,456.1363636363636,0.21212121212121213,-6.265423820690992,0.0
GO:0003994,aconitate hydratase activity,35,803.1142857142858,0.5142857142857142,-4.398177183670359,0.0
GO:0003995,acyl-CoA dehydrogenase activity,61,542.5573770491803,0.3442622950819672,-5.381667243603773,0.0
GO:0003997,acyl-CoA oxidase activity,21,591.7619047619047,0.4761904761904762,-2.5223632073836257,0.015000000000000013
GO:0004000,adenosine deaminase activity,29,555.9310344827586,0.5862068965517241,-0.5582895743475408,0.365
GO:0004003,ATP-dependent DNA helicase activity,174,919.8678160919541,0.8333333333333334,0.43296282463463787,0.7120000000000001
GO:0004004,ATP-dependent RNA helicase activity,280,810.4321428571428,0.8535714285714285,3.25942413285078,1.0
GO:0004012,phospholipid-translocating ATPase activity,55,1346.3818181818185,0.8545454545454545,-1.4382213597875482,0.115
GO:0004016,adenylate cyclase activity,56,1046.1607142857142,0.7857142857142857,-0.8571136960923453,0.24
GO:0004017,adenylate kinase activity,51,412.7647058823529,0.5098039215686274,-0.6927496338255867,0.30000000000000004
GO:0004020,adenylylsulfate kinase activity,21,423.6190476190477,0.3333333333333333,-2.4596730503732087,0.01100000000000001
GO:0004022,alcohol dehydrogenase (NAD) activity,54,376.7592592592592,0.05555555555555555,-7.193812860974269,0.0
GO:0004028,3-chloroallyl aldehyde dehydrogenase activity,21,489.4761904761905,0.19047619047619047,-3.992842394962759,0.0
GO:0004029,aldehyde dehydrogenase (NAD) activity,82,541.1829268292682,0.15853658536585366,-9.253526825837367,0.0
GO:0004030,aldehyde dehydrogenase [NAD(P)+] activity,34,488.5294117647058,0.2647058823529412,-4.196816300730694,0.0
GO:0004032,alditol:NADP+ 1-oxidoreductase activity,29,322.41379310344826,0.06896551724137931,-4.509307078652451,0.0
GO:0004033,aldo-keto reductase (NADP) activity,89,327.2022471910112,0.11235955056179776,-6.861571637666332,0.0
GO:0004035,alkaline phosphatase activity,20,520.9,0.25,-3.677663466449377,0.0010000000000000009
GO:0004040,amidase activity,35,468.8,0.4,-2.3990664286841668,0.015000000000000013
GO:0004049,anthranilate synthase activity,23,445.3043478260869,0.4782608695652174,-1.1641831259393975,0.17100000000000004
GO:0004065,arylsulfatase activity,22,642.2727272727273,0.4545454545454545,-2.9494731945088386,0.0050000000000000044
GO:0004067,asparaginase activity,21,377.5238095238095,0.2380952380952381,-2.6049189038698395,0.009000000000000008
GO:0004069,L-aspartate:2-oxoglutarate aminotransferase activity,23,434.5652173913044,0.13043478260869565,-4.537048584156876,0.0
GO:0004075,biotin carboxylase activity,28,1439.857142857143,0.5714285714285714,-5.573002591098927,0.0
GO:0004084,branched-chain-amino-acid transaminase activity,20,382.15,0.15,-3.500905788578235,0.0
GO:0004088,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,22,1329.5454545454545,0.4090909090909091,-6.219228277162834,0.0
GO:0004089,carbonate dehydratase activity,54,287.8333333333333,0.3148148148148148,-2.4631361370743483,0.007000000000000006
GO:0004096,catalase activity,44,542.5227272727273,0.4090909090909091,-3.5269696275224263,0.0
GO:0004106,chorismate mutase activity,20,232.15,0.4,-0.3067181694109473,0.478
GO:0004108,citrate (Si)-synthase activity,22,464.8181818181818,0.18181818181818185,-4.017837390606152,0.0
GO:0004112,cyclic-nucleotide phosphodiesterase activity,106,665.7641509433962,0.6981132075471698,-0.3729225583248516,0.398
GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",90,706.4888888888887,0.8222222222222222,2.124697385379076,0.994
GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",49,758.6938775510204,0.8163265306122449,0.9422314506153596,0.88
GO:0004124,cysteine synthase activity,26,358.53846153846155,0.15384615384615385,-3.520013311860499,0.0
GO:0004126,cytidine deaminase activity,21,226.3809523809524,0.14285714285714285,-2.7831306794814075,0.0040000000000000036
GO:0004128,"cytochrome-b5 reductase activity, acting on NAD(P)H",28,364.3571428571428,0.14285714285714285,-4.1957614087743815,0.0
GO:0004129,cytochrome-c oxidase activity,109,205.56880733944956,0.21100917431192664,-4.222177404342799,0.0
GO:0004143,diacylglycerol kinase activity,31,751.5483870967741,0.7096774193548387,-0.44806182393548905,0.403
GO:0004144,diacylglycerol O-acyltransferase activity,38,438.81578947368416,0.5526315789473685,-0.2290116183559984,0.44799999999999995
GO:0004161,dimethylallyltranstransferase activity,24,353.91666666666674,0.25,-2.3942929718440364,0.008000000000000007
GO:0004165,dodecenoyl-CoA delta-isomerase activity,20,471.55,0.35,-2.582529816214928,0.010000000000000007
GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity,25,671.44,0.48,-3.245178364379344,0.0010000000000000009
GO:0004175,endopeptidase activity,1487,659.9771351714863,0.5420309347679892,-9.77945158685549,0.0
GO:0004176,ATP-dependent peptidase activity,48,758.7291666666665,0.8541666666666666,1.2155463106208149,0.935
GO:0004177,aminopeptidase activity,177,633.8022598870058,0.3502824858757062,-10.741329304394592,0.0
GO:0004180,carboxypeptidase activity,143,596.8111888111887,0.34265734265734266,-8.541589961416376,0.0
GO:0004181,metallocarboxypeptidase activity,65,671.4769230769232,0.476923076923077,-4.447032522475491,0.0
GO:0004185,serine-type carboxypeptidase activity,66,587.5151515151515,0.30303030303030304,-6.6325382129525705,0.0
GO:0004190,aspartic-type endopeptidase activity,167,792.9221556886228,0.6287425149700598,-1.6326016240966297,0.06699999999999995
GO:0004197,cysteine-type endopeptidase activity,262,953.412213740458,0.6412213740458015,-1.653216693119444,0.047000000000000035
GO:0004198,calcium-dependent cysteine-type endopeptidase activity,54,715.5555555555555,0.5185185185185185,-3.877120278745187,0.0
GO:0004222,metalloendopeptidase activity,369,711.7262872628726,0.6341463414634146,-4.221374604647559,0.0
GO:0004252,serine-type endopeptidase activity,555,599.5477477477477,0.4990990990990991,-6.869995028400055,0.0
GO:0004298,threonine-type endopeptidase activity,139,247.8705035971223,0.18705035971223025,-6.789154607842447,0.0
GO:0004300,enoyl-CoA hydratase activity,42,438.4761904761905,0.16666666666666666,-6.031633807115872,0.0
GO:0004303,estradiol 17-beta-dehydrogenase activity,24,333.2083333333333,0.125,-3.7455998570136,0.0
GO:0004311,farnesyltranstransferase activity,42,406.0238095238095,0.4047619047619048,-1.906212340327765,0.03300000000000003
GO:0004312,fatty acid synthase activity,99,680.6060606060606,0.35353535353535354,-5.516773028826579,0.0
GO:0004315,3-oxoacyl-[acyl-carrier-protein] synthase activity,31,1323.1612903225807,0.6451612903225806,-2.243635819835857,0.028000000000000025
GO:0004322,ferroxidase activity,34,414.97058823529403,0.2058823529411765,-4.48369192487737,0.0
GO:0004332,fructose-bisphosphate aldolase activity,30,353.5,0.06666666666666668,-4.729282345742825,0.0
GO:0004337,geranyltranstransferase activity,33,393.8787878787878,0.30303030303030304,-2.710438902463536,0.008000000000000007
GO:0004340,glucokinase activity,28,584.4285714285714,0.5,-1.8723744468310897,0.05300000000000005
GO:0004345,glucose-6-phosphate dehydrogenase activity,21,561.5714285714286,0.3809523809523809,-2.8919035537589517,0.0050000000000000044
GO:0004351,glutamate decarboxylase activity,20,498.6,0.2,-4.021846648584481,0.0
GO:0004353,glutamate dehydrogenase [NAD(P)+] activity,25,609.92,0.32,-3.756467703014028,0.0
GO:0004356,glutamate-ammonia ligase activity,24,428.95833333333326,0.2916666666666667,-2.731072075857253,0.0040000000000000036
GO:0004359,glutaminase activity,24,436.70833333333326,0.25,-3.859677951219928,0.0
GO:0004364,glutathione transferase activity,162,234.3827160493827,0.08641975308641975,-10.144591943208967,0.0
GO:0004365,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,40,349.925,0.15,-4.342653049857557,0.0
GO:0004366,glycerol-3-phosphate O-acyltransferase activity,21,629.8095238095239,0.5714285714285714,-1.46839768942388,0.11599999999999999
GO:0004367,glycerol-3-phosphate dehydrogenase [NAD+] activity,20,397.1,0.05,-4.310407598141748,0.0
GO:0004376,glycolipid mannosyltransferase activity,22,453.0,0.3636363636363637,-2.2149167930565317,0.028000000000000025
GO:0004383,guanylate cyclase activity,85,1062.0823529411764,0.8941176470588236,0.5134417310686039,0.732
GO:0004385,guanylate kinase activity,37,717.7027027027028,0.7567567567567568,0.5008719416028782,0.753
