kw,name,n,avg_len,avg_dis,z,p
KW-0269,Exonuclease,239,725.9874476987449,0.7531380753138075,2.1903250925630573,0.99
KW-0273,Eye lens protein,52,256.01923076923083,0.3461538461538461,-1.7210748380527254,0.05700000000000005
KW-0295,Fungicide,81,129.59259259259258,0.3950617283950617,1.334387278708535,0.9309999999999999
KW-0297,G-protein coupled receptor,1385,465.61949458483747,0.3906137184115524,-12.447981489062586,0.0
KW-0302,Gap protein,2,630.0,1.0,0.985743715610394,1.0
KW-0326,Glycosidase,697,570.5035868005739,0.3672883787661406,-16.81076561296074,0.0
KW-0328,Glycosyltransferase,1134,551.2566137566139,0.3985890652557319,-17.03826547895128,0.0
KW-0339,Growth factor,398,299.63065326633165,0.7035175879396985,8.979934175162413,1.0
KW-0340,Growth factor binding,50,593.98,1.0,6.085542154793674,1.0
KW-0343,GTPase activation,424,867.3490566037735,0.875,6.275290464085032,1.0
KW-0344,Guanine-nucleotide releasing factor,319,1144.3918495297805,0.9592476489028212,6.398045560240452,1.0
KW-0347,Helicase,739,1086.0527740189443,0.8673883626522327,3.2894082075331266,1.0
KW-0348,Hemagglutinin,23,281.2173913043478,0.13043478260869565,-3.3728659953032727,0.0010000000000000009
KW-0358,Heparin-binding,221,650.9683257918552,0.7330316742081447,3.8830736811117608,1.0
KW-0372,Hormone,338,221.13313609467457,0.5857988165680473,7.236841545004697,1.0
KW-0378,Hydrolase,7564,614.8131940772079,0.514013749338974,-26.994266872126516,0.0
KW-0382,Hypotensive agent,9,197.55555555555557,0.7777777777777778,2.1850592554459576,0.9940000000000001
KW-0388,IgA-binding protein,2,210.0,0.0,-1.270490918724801,0.30800000000000005
KW-0389,IgE-binding protein,13,236.46153846153842,0.5384615384615384,0.6255517622081647,0.8170000000000001
KW-0390,IgG-binding protein,14,325.85714285714283,0.6428571428571429,1.062887293443359,0.904
KW-0396,Initiation factor,248,489.758064516129,0.6491935483870968,1.7806938675050867,0.966
KW-0401,Integrin,71,1038.2535211267605,0.7042253521126759,-4.288895598066169,0.0
KW-0407,Ion channel,1027,861.8841285296982,0.7555988315481986,2.8919949958014817,0.996
KW-0413,Isomerase,931,422.7175080558539,0.3533834586466165,-13.604785202286365,0.0
KW-0418,Kinase,3072,730.2037760416665,0.7080078125,1.5688721798636829,0.946
KW-0425,Lantibiotic,9,64.55555555555556,0.3333333333333333,0.36308198634033456,0.773
KW-0428,Leader peptide,1,44.0,0.0,-0.5511632832454589,0.767
KW-0436,Ligase,995,693.3005025125627,0.4552763819095477,-18.053374377797045,0.0
KW-0456,Lyase,1431,481.3717679944095,0.30118798043326345,-23.61664885467378,0.0
KW-0481,Metalloenzyme inhibitor,34,303.20588235294116,0.5882352941176471,1.0643452940780247,0.8859999999999999
KW-0482,Metalloprotease,507,688.2544378698226,0.5641025641025641,-8.43201703193279,0.0
KW-0483,Metalloprotease inhibitor,32,264.5,0.5625,0.9328407789759592,0.87
KW-0489,Methyltransferase,874,611.2219679633868,0.4748283752860412,-8.333016268284746,0.0
KW-0494,Milk protein,19,194.68421052631575,0.6842105263157895,2.3409452680700813,0.996
KW-0497,Mitogen,137,286.029197080292,0.6788321167883211,4.8014759207614555,1.0
KW-0503,Monooxygenase,555,503.3603603603604,0.1981981981981982,-20.28629726412968,0.0
KW-0504,Morphogen,3,460.66666666666674,1.0,1.4031013506422267,1.0
KW-0505,Motor protein,467,1227.6680942184155,0.8265524625267666,1.9184740437831256,0.975
KW-0514,Muscle protein,193,920.0051813471504,0.7305699481865285,3.8081450271725865,1.0
KW-0515,Mutator protein,13,598.4615384615385,0.6923076923076923,-0.101293789654787,0.575
KW-0518,Myosin,185,1275.2,0.7243243243243244,-3.2925127532809646,0.0
KW-0527,Neuropeptide,105,234.96190476190475,0.6761904761904762,5.992079106097533,1.0
KW-0528,Neurotoxin,66,209.62121212121207,0.16666666666666666,-3.795131424795584,0.0
KW-0529,Neurotransmitter,11,178.27272727272728,0.5454545454545454,0.8945903205032889,0.8809999999999999
KW-0540,Nuclease,703,668.5391180654339,0.6017069701280228,-2.4935699461068523,0.008000000000000007
KW-0543,Viral nucleoprotein,39,1202.7948717948718,0.8974358974358975,2.457474889062877,0.998
KW-0548,Nucleotidyltransferase,600,969.6833333333333,0.6266666666666667,-6.1778921848711885,0.0
KW-0555,Opioid peptide,9,228.66666666666663,1.0,3.142325265907833,1.0
KW-0560,Oxidoreductase,4126,472.25327193407657,0.2828405235094523,-41.35013732196204,0.0
KW-0562,Pair-rule protein,12,553.75,0.9166666666666666,2.3290116648430854,0.9990000000000001
KW-0568,Pathogenesis-related protein,12,374.25,0.5,-0.24989181901035445,0.517
KW-0575,Peroxidase,221,457.60633484162895,0.3981900452488688,-5.496624646613999,0.0
KW-0588,Pheromone,10,130.6,0.1,-1.6936211563930437,0.07499999999999996
KW-0593,Phospholipase A2 inhibitor,10,266.0,0.4,0.003265133147049,0.637
KW-0599,Photoprotein,10,388.2,0.3,-1.6019783978988589,0.10199999999999998
KW-0600,Photoreceptor protein,77,540.6753246753246,0.4675324675324675,-3.0181825914481117,0.0050000000000000044
KW-0626,Porin,63,318.8412698412698,0.20634920634920634,-4.54948588230579,0.0
KW-0629,Postsynaptic neurotoxin,13,71.92307692307692,0.2307692307692308,-0.5802487228771042,0.39899999999999997
KW-0631,Potassium channel,191,621.5183246073299,0.8481675392670157,5.1033756206309215,1.0
KW-0632,Potassium channel impairing toxin,19,80.63157894736842,0.21052631578947367,-0.7789411418850053,0.328
KW-0637,Prenyltransferase,39,376.2051282051282,0.3076923076923077,-2.5937502958594143,0.009000000000000008
KW-0638,Presynaptic neurotoxin,6,100.66666666666669,0.16666666666666666,-0.8126995524853476,0.37799999999999995
KW-0640,Prion,22,497.04545454545456,0.9090909090909092,3.056466625449147,1.0
KW-0645,Protease,1863,674.4170692431563,0.5389157273215244,-13.196873755207179,0.0
KW-0646,Protease inhibitor,284,446.2922535211268,0.4084507042253521,-4.146599509299938,0.0
KW-0649,Protein kinase inhibitor,49,337.20408163265313,0.9591836734693876,8.34199528960953,1.0
KW-0650,Protein phosphatase inhibitor,64,352.859375,0.8125,5.070996631727631,1.0
KW-0652,Protein synthesis inhibitor,36,419.33333333333326,0.6944444444444444,1.6416705641290894,0.972
KW-0655,Prothrombin activator,9,648.8888888888888,1.0,2.2922061949994106,1.0
KW-0666,Pyrogen,9,267.77777777777777,0.3333333333333333,-1.0263157894736838,0.247
KW-0675,Receptor,3424,647.9164719626167,0.5934579439252337,-7.0935910935630675,0.0
KW-0678,Repressor,1988,589.2947686116702,0.852112676056338,22.62802937882361,1.0
KW-0681,Retinal protein,47,384.06382978723406,0.2765957446808511,-3.3657986540882234,0.0010000000000000009
KW-0687,Ribonucleoprotein,1886,272.28525980911985,0.5959703075291622,13.386604817585091,1.0
KW-0689,Ribosomal protein,1408,186.3806818181818,0.5269886363636364,9.336024683395351,1.0
KW-0694,RNA-binding,2728,575.7642961876833,0.7635630498533724,16.617519199812268,1.0
KW-0695,RNA-directed DNA polymerase,62,1565.0806451612902,0.9838709677419356,1.4806093714145148,0.988
KW-0696,RNA-directed RNA polymerase,62,2506.112903225807,0.8709677419354839,-4.105283889978823,0.0
KW-0697,Rotamase,172,282.06976744186045,0.5,0.7748569332178712,0.8
KW-0699,rRNA-binding,319,220.00940438871476,0.4733542319749217,1.7754223140943637,0.96
KW-0708,Seed storage protein,17,334.76470588235287,0.7058823529411765,1.648673062782032,0.9740000000000001
KW-0709,Segmentation polarity protein,24,712.75,0.9166666666666666,2.1721762740860884,0.995
KW-0719,Serine esterase,141,423.08510638297867,0.28368794326241137,-7.208708390929272,0.0
KW-0720,Serine protease,460,700.0652173913044,0.5043478260869565,-8.866283521894625,0.0
KW-0721,Serine protease homolog,16,472.125,0.625,0.1271926001497788,0.647
KW-0722,Serine protease inhibitor,182,497.6648351648352,0.38461538461538464,-4.918055892081087,0.0
KW-0723,Serine/threonine-protein kinase,1782,802.2384960718293,0.8395061728395061,11.556893013878545,1.0
KW-0731,Sigma factor,34,330.4705882352941,0.5882352941176471,0.8766035078560332,0.848
KW-0734,Signal transduction inhibitor,115,408.4347826086956,0.8434782608695652,6.757472240219197,1.0
KW-0738,Voltage-gated sodium channel impairing toxin,22,79.54545454545455,0.045454545454545456,-2.4221508786927024,0.0050000000000000044
KW-0758,Storage protein,29,598.2413793103449,0.5517241379310345,-0.7924581206072205,0.271
KW-0766,Superantigen,2,245.5,0.0,-1.3384938092099865,0.278
KW-0788,Thiol protease,423,901.8416075650117,0.7257683215130024,0.9829384136638571,0.855
KW-0789,Thiol protease inhibitor,63,411.06349206349205,0.3492063492063492,-2.0421178584975634,0.025000000000000026
KW-0795,Thyroid hormone,10,935.2,0.3,-2.1700143673003844,0.024000000000000018
KW-0799,Topoisomerase,60,910.3166666666667,0.9166666666666666,1.669583589292513,0.9740000000000001
KW-0800,Toxin,214,412.50934579439246,0.3925233644859813,-2.55920158300498,0.0040000000000000036
KW-0807,Transducer,1703,482.2765707574868,0.4145625366999413,-12.56466702874524,0.0
KW-0808,Transferase,8846,631.9481121410807,0.5503052226995252,-19.716646380814566,0.0
KW-0820,tRNA-binding,119,575.4621848739497,0.5630252100840336,-2.0082940840051737,0.031000000000000024
KW-0825,Tumor antigen,26,428.8076923076923,0.7692307692307693,2.254519940265197,0.995
KW-0829,Tyrosine-protein kinase,376,862.9973404255319,0.8909574468085106,5.041334840040006,1.0
KW-0838,Vasoactive,46,267.0,0.7608695652173914,4.291393525902815,1.0
KW-0839,Vasoconstrictor,15,246.86666666666667,0.8,2.734247156960109,1.0
KW-0840,Vasodilator,13,251.3076923076923,0.7692307692307693,2.231280948742732,0.991
KW-0851,Voltage-gated channel,386,816.9818652849741,0.7772020725388601,2.8665902600550117,0.9990000000000001
KW-0869,Chloride channel,124,560.733870967742,0.6290322580645161,-0.7614397912432642,0.25
KW-0870,Voltage-gated chloride channel impairing toxin,1,62.0,0.0,-0.690727786067772,0.677
KW-0872,Ion channel impairing toxin,60,74.91666666666667,0.15,-2.469820809040502,0.0020000000000000018
KW-0878,Amphibian defense peptide,49,85.79591836734693,0.5306122448979592,3.3379092707993103,1.0
KW-0888,Threonine protease,138,246.8768115942029,0.18115942028985507,-7.504169924529822,0.0
KW-0894,Sodium channel,94,990.468085106383,0.7234042553191491,-1.1253841851108513,0.14800000000000002
KW-0904,Protein phosphatase,493,594.9614604462474,0.6328600405679513,0.43174869161048735,0.675
KW-0916,Viral movement protein,3,273.3333333333333,0.3333333333333333,-0.38817920115464266,0.5860000000000001
KW-0929,Antimicrobial,349,191.07163323782237,0.37822349570200575,-0.17130417173816032,0.469
KW-0930,Antiviral protein,6,311.0,0.5,0.14771200875624454,0.731
KW-0941,Suppressor of RNA silencing,6,2357.5,0.8333333333333334,0.14037918594626111,0.8140000000000001
KW-0959,Myotoxin,9,98.11111111111113,0.1111111111111111,-1.4054176747793092,0.14
KW-1061,Dermonecrotic toxin,2,305.0,0.0,-1.2360046778547351,0.32099999999999995
KW-1071,Ligand-gated ion channel,279,973.6989247311827,0.7813620071684588,1.4569780249163402,0.94
KW-1155,Translational shunt,3,1070.3333333333333,1.0,0.7351730019041881,1.0
KW-1182,Viral ion channel,28,2645.714285714286,0.9642857142857144,0.11619918405506788,0.792
KW-1183,Host cell receptor for virus entry,77,619.2597402597402,0.7272727272727273,1.1255946223621405,0.9
KW-1199,Hemostasis impairing toxin,55,297.54545454545456,0.34545454545454546,-2.099781411336617,0.024000000000000018
KW-1200,Hemorrhagic toxin,8,366.75,0.5,-0.20824632887735015,0.569
KW-1201,Platelet aggregation inhibiting toxin,24,252.5,0.375,-0.8360865102371042,0.275
KW-1202,Platelet aggregation activating toxin,8,197.125,0.0,-2.4785455307706723,0.016000000000000014
KW-1203,Blood coagulation cascade inhibiting toxin,5,127.6,0.0,-1.6849695353702083,0.10599999999999997
KW-1204,Blood coagulation cascade activating toxin,13,525.1538461538462,0.6923076923076923,0.6734619157988027,0.836
KW-1205,Fibrinolytic toxin,3,242.66666666666663,0.3333333333333333,-0.3458744676876209,0.611
KW-1206,Fibrinogenolytic toxin,5,283.6,0.4,-0.26760498220650863,0.583
KW-1213,G-protein coupled receptor impairing toxin,10,175.3,0.6,1.5703789010015092,0.973
KW-1214,G-protein coupled acetylcholine receptor impairing toxin,1,86.0,0.0,-0.6437601704061958,0.7070000000000001
KW-1216,Complement system impairing toxin,2,305.0,0.0,-1.2630157859876523,0.30900000000000005
KW-1217,Cell adhesion impairing toxin,6,352.5,1.0,2.4739409676452557,1.0
KW-1218,Voltage-gated calcium channel impairing toxin,6,65.33333333333333,0.16666666666666666,-0.5957371896101299,0.47700000000000004
KW-1219,Ryanodine-sensitive calcium-release channel impairing toxin,1,239.0,1.0,1.0429202616853412,1.0
KW-1220,Voltage-gated potassium channel impairing toxin,18,81.72222222222223,0.2222222222222222,-0.592522371706597,0.377
KW-1221,Calcium-activated potassium channel impairing toxin,1,239.0,1.0,1.0492093862210985,1.0
KW-1222,Bradykinin receptor impairing toxin,1,161.0,1.0,1.313314752954133,1.0
KW-1242,Viral contractile tail ejection system,5,391.8,0.4,-0.7870636690891233,0.36700000000000005
KW-1243,Viral long flexible tail ejection system,12,611.1666666666666,0.4166666666666667,-1.4738216191476838,0.125
KW-1244,Viral short tail ejection system,8,615.75,0.625,-0.1903955769958128,0.589
KW-1265,Chloride channel impairing toxin,1,62.0,0.0,-0.6577725719783332,0.698
